,Date,Open,High,Low,Close,Adj Close,Volume,MACD,CCI,ATR,upper,middle,lower,EMA,MA5,MA10,ROC,SMI
15,2014-10-02,383.988007,385.497009,372.946014,375.071991,375.071991,21777700.0,,-113.60921858530108,21.878098433673475,389.1836498507708,379.6557982,370.1279465492292,,379.6557982,397.27939449999997,-6.733776398301606,25.78721404663918
16,2014-10-03,375.181,377.695007,357.85900899999996,359.511993,359.511993,30901200.0,,-137.71788698013208,21.732234116982514,395.11008667719597,376.1219968,357.133906922804,,376.1219968,389.65149529999997,-17.503572727646024,15.95191502218993
17,2014-10-04,359.891998,364.487,325.885986,328.865997,328.865997,47236500.0,,-185.52753718913533,22.93714696576948,409.21928185162534,366.80179419999996,324.3843065483746,,366.80179419999996,380.2175962999999,-22.291559149325437,6.440884015121793
18,2014-10-05,328.91598500000003,341.800995,289.29599,320.51001,320.51001,83308096.0,,-202.72845880399458,25.049136825357373,403.34334072646965,353.5149961999999,303.6866516735302,,353.5149961999999,371.1111967999999,-22.125788775216737,13.352851772706787
19,2014-10-06,320.389008,345.134003,302.559998,330.07901,330.07901,79011800.0,,-141.26950662409618,26.30091312354613,384.5076370275485,342.8078001999999,301.1079633724513,,342.8078001999999,363.67659899999995,-18.383131657532502,25.840253271352726
20,2014-10-07,330.58401499999997,339.247009,320.48199500000004,336.18701200000004,336.18701200000004,49199900.0,,-103.1201328745961,25.762634614721403,361.4738601893656,335.03080439999997,308.5877486106343,,335.03080439999997,357.34330129999995,-15.852267406825538,42.00512388243304
21,2014-10-08,336.115997,354.364014,327.18798799999996,352.940002,352.940002,54736300.0,,-59.15543581716647,25.863591142241308,355.38327583297854,333.71640619999994,312.04953656702133,,333.71640619999994,354.91920149999993,-6.426887356468114,60.02712953375971
22,2014-10-09,352.74798599999997,382.72601299999997,347.68701200000004,365.02600099999995,365.02600099999995,83641104.0,,1.1945072178724143,26.51897756065264,372.97429189197373,340.9484069999999,308.9225221080261,,340.9484069999999,353.87510059999994,-2.780805962153654,72.9143911122383
23,2014-10-10,364.68701200000004,375.066986,352.963013,361.56201200000004,361.56201200000004,43665700.0,,4.904208703081204,26.203620092034594,376.75896528965194,349.15880739999994,321.55864951034795,,349.15880739999994,351.33690179999996,-6.559602423089639,79.76607503269604
24,2014-10-11,361.362,367.19101,355.950989,362.299011,362.299011,13345200.0,,10.372045356405705,25.134791585460697,376.64013601125055,355.60280759999995,334.56547918874935,,355.60280759999995,349.20530389999993,-5.556607420372172,73.94583227158948
25,2014-10-12,362.60598799999997,379.433014,356.14401200000003,378.549011,378.549011,17552800.0,,48.378443752340935,25.002949472213505,380.66095605820766,364.07520739999995,347.48945874179225,,364.07520739999995,349.55300589999996,0.9270273663276596,77.75373086845308
26,2014-10-13,377.92099,397.22601299999997,368.897003,390.414001,390.414001,35221400.0,,95.094453937078,25.240525224198255,394.0686818629069,371.57000719999996,349.07133253709304,,371.57000719999996,352.64320669999995,8.595543014332762,81.97020076655575
27,2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,38491500.0,,139.63043705969022,24.95791606532695,409.6120285560533,378.73880599999995,347.8655834439466,,378.73880599999995,359.84360649999996,21.89463144771395,86.76428732923084
28,2014-10-15,400.954987,402.22699,388.76599100000004,394.77301,394.77301,25267100.0,,114.00931415976285,24.136707703517878,412.6999251526992,385.3810055999999,358.0620860473006,,385.3810055999999,367.2699065,23.170259175368656,79.15116237410133
29,2014-10-16,394.51800499999996,398.807007,373.070007,382.556,382.556,26990000.0,,76.8358057977466,24.251014296123746,405.5826298545064,389.43240339999994,373.28217694549346,384.11280103333337,389.43240339999994,372.5176055,15.898311740573877,66.2490716208943
30,2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,13600700.0,,59.952325838523954,23.23944106068634,404.1668621551918,390.4742003999999,376.78153864480805,384.08991038602153,390.4742003999999,377.27470389999996,14.150155211825965,50.63456964977059
31,2014-10-18,383.97601299999997,395.15799,378.971008,391.441986,391.441986,11416800.0,,71.74058011597074,22.735693984923028,404.3935238605979,390.6797974,376.9660709394021,384.5642378449879,390.6797974,381.1249023,10.908931767955288,43.27512394450887
32,2014-10-19,391.253998,393.93899500000003,386.457001,389.54599,389.54599,5914570.0,,67.86244349323206,21.64614398599996,397.6619046850722,388.41499639999995,379.1680881149277,384.8856412098274,388.41499639999995,383.5769012,6.717326692571701,46.26343202431722
33,2014-10-20,389.23098799999997,390.08401499999997,378.25201400000003,382.84500099999997,382.84500099999997,16419000.0,-6.216836086049568,36.91883761970648,20.945133772714247,393.46050074205226,386.02939459999993,378.5982884579476,384.7539870027417,386.02939459999993,385.70520010000007,5.886400753849097,47.349824424268995
34,2014-10-21,382.42099,392.64599599999997,380.83401499999997,386.475006,386.475006,14188900.0,-5.196584264590911,41.55520892414426,20.292765717520375,393.39128372796546,386.8131957999999,380.23510787203435,384.8650204864358,386.8131957999999,388.12279960000006,6.672939827594515,50.18863348203547
35,2014-10-22,386.11801099999997,388.575989,382.24899300000004,383.15799,383.15799,11641300.0,-4.602626600888641,21.311366258550127,19.295210737697488,393.5074932824815,386.69319459999986,379.8788959175182,384.7548894873109,386.69319459999986,388.5836975000001,1.2175382489640008,41.02574565114448
36,2014-10-23,382.96200600000003,385.048004,356.446991,358.416992,358.416992,26456900.0,-6.05846443586961,-109.8349724023055,19.959910899290524,402.3036120894694,380.0881957999999,357.87277951053034,383.05567029458115,380.0881957999999,385.38399660000005,-8.195661251400665,30.117125689158797
37,2014-10-24,358.591003,364.34500099999997,353.304993,358.34500099999997,358.34500099999997,15585700.0,-7.135778666286399,-157.9469352210833,19.322774977912623,399.23338288514515,373.84799799999985,348.46261311485455,381.4614335658985,373.84799799999985,381.13149720000007,-10.608175850128177,15.69490677608845
38,2014-10-25,358.610992,359.860992,342.87701400000003,347.27099599999997,347.27099599999997,18127500.0,-8.781905272267807,-188.50703087312445,19.15571805091886,397.429271187906,366.73319699999985,336.0371228120937,379.25559888422765,366.73319699999985,376.38129580000003,-12.032741042757722,8.964764676703021
39,2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,11272500.0,-9.378579926272948,-139.49254152009837,18.879595904424654,384.55988766135596,360.3789977999998,336.19810793864366,377.67162540782584,360.3789977999998,373.59609680000005,-7.280500109787846,15.84001974741077
40,2014-10-27,354.777008,358.63198900000003,349.80899,352.989014,352.989014,13033000.0,-9.875990462302411,-104.79006437260816,18.161267554108612,362.5715138242455,354.3452025999998,346.1188913757541,376.0791988653855,354.3452025999998,370.5191986000001,-8.017808702544926,19.562515595793133
41,2014-10-28,353.214996,359.98400899999996,352.678986,357.61801099999997,357.61801099999997,7845880.0,-9.783887953923113,-76.2387910068328,17.38582151452942,362.11481380409936,354.1854063999998,346.25599899590026,374.8881544869735,354.1854063999998,367.13680110000007,-8.64086536695632,39.50793603811151
42,2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700.0,-11.357370809706651,-116.07490360616573,17.750407192063033,365.21652203000286,349.63460679999986,334.05269156999685,372.3528543910397,349.63460679999986,361.7413024000001,-13.850736083819015,31.216701068660395
43,2014-10-30,335.70901499999997,350.91299399999997,335.071991,345.304993,345.304993,30177900.0,-11.68582261056605,-97.39406311150759,17.61402117834424,365.13809689656506,349.24140619999986,333.34471550343466,370.6078310754888,349.24140619999986,357.9873016000001,-9.805536941045222,36.91603399873222
44,2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400.0,-12.36711140485113,-94.17365674297305,17.134663594176793,362.7365781125984,345.96480699999984,329.19303588740127,368.5248106190056,345.96480699999984,353.1719024000001,-12.459794618646058,18.375025018018828
45,2014-11-01,338.649994,340.528992,321.054993,325.74899300000004,325.74899300000004,16677200.0,-13.762845196329692,-129.44129539561976,17.30175898030702,361.7309732660735,340.5168027999998,319.30263233392617,365.76508045003754,340.5168027999998,347.4310027000001,-14.983113623703881,22.05880076955043
46,2014-11-02,326.075012,329.049988,320.62600699999996,325.891998,325.891998,8603620.0,-14.688119475165308,-134.72906639221887,16.667631981713665,349.20960270213,334.17160019999983,319.1335976978697,363.19262351777706,334.17160019999983,344.1785033000001,-9.07462389506355,13.084353509206025
47,2014-11-03,325.569,334.00201400000003,325.48098799999997,327.553986,327.553986,12948500.0,-15.113083249464808,-105.65599113880029,16.085731554448408,348.35118597482045,332.5641967999998,316.7772076251792,360.8933565811463,332.5641967999998,341.09940180000007,-8.59256161354961,16.36183706802005
48,2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500.0,-15.039431400275362,-93.27538722581234,15.41460801484495,338.96610435053145,329.6015989999998,320.23709364946814,358.93197899526587,329.6015989999998,339.4215026000001,-4.831670998518966,24.33666548237692
49,2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200.0,-14.09286830019505,-38.96790088413069,15.233349156641738,340.07252575286105,329.8345945999998,319.5966634471385,357.6773991891197,329.8345945999998,337.8997008000001,-4.290342812870929,47.2611294636842
50,2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000.0,-12.408569719787977,30.882051929050885,15.183966502595899,352.02431180864244,334.54279779999973,317.061283791357,357.1362772414345,334.54279779999973,337.52980030000015,-1.0479093833781428,69.18074531198937
51,2014-11-07,349.817993,352.73199500000004,341.77600099999995,342.415009,342.415009,16834200.0,-11.495987416394541,31.257725366843868,14.881968466696197,353.7102511570725,337.84739999999977,321.98454884292704,356.18651800005165,337.84739999999977,336.0095001000001,-4.25118465300115,77.90927252102658
52,2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470.0,-10.404853436056214,29.296693787041836,14.16740079050361,354.16640715932436,341.4342041999997,328.7020012406751,355.49629148391926,341.4342041999997,336.9992005000001,2.9491267380609587,74.66259384616016
53,2014-11-09,345.37600699999996,363.62600699999996,344.255005,363.264008,363.264008,24205600.0,-8.013373987801913,122.81684679281514,14.539086591181922,364.5932785527374,347.9886049999997,331.38393144726206,355.9974344849567,347.9886049999997,338.7951020000001,5.2009137904356795,78.08520932063071
54,2014-11-10,362.265015,374.81601,357.56100499999997,366.924011,366.924011,30450100.0,-5.756421200847058,174.37503979111867,14.73308076324036,373.078865252007,353.47620879999977,333.87355234799253,356.7023749052821,353.47620879999977,341.6554017000001,8.454395623205357,83.4672114804214
55,2014-11-11,365.85699500000004,371.309998,363.734985,367.695007,367.695007,15838900.0,-3.8610491517986816,164.14525003677699,14.221790208723194,379.0155036341691,357.1572083999998,335.29891316583047,357.4115769759091,357.1572083999998,345.85000310000004,12.876790074988786,85.22079523722151
56,2014-11-12,367.984985,429.717987,367.984985,423.56100499999997,423.56100499999997,45783200.0,2.1244763584448947,259.2994529193583,17.63616090810011,426.0926012744335,373.38640759999976,320.680213925566,361.6792820097214,373.38640759999976,355.61690380000005,29.969746909833606,83.24328078828141
57,2014-11-13,427.27300999999994,457.092987,401.12298599999997,420.73498499999994,420.73498499999994,58945000.0,6.564342597428379,217.71279604545174,20.37429234323582,443.5979210034183,388.4358031999997,333.27368539658113,365.48932736393294,388.4358031999997,364.93500370000004,28.447524067070873,79.7315011275491
58,2014-11-14,418.416992,419.25201400000003,384.789001,397.817993,397.817993,29589200.0,8.139926840535907,111.74182500110385,21.486556033004685,444.4927877361598,395.3466001999997,346.20041266383964,367.57504772755016,395.3466001999997,371.66760260000007,20.37144263254247,67.06448463961823
59,2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500.0,7.5517389302579545,57.536720343692565,22.417517673504353,442.47453296140577,397.1883971999997,351.90226143859365,368.12717342254695,397.1883971999997,375.332303,10.794850115641875,40.501645133652296
60,2014-11-16,374.730011,390.799011,374.60199,387.88198900000003,387.88198900000003,11905600.0,7.942089850350612,49.07011328715805,21.973196482539755,438.09083324345994,401.22579359999975,364.36075395653955,369.40167765335036,401.22579359999975,379.1915010000001,11.048692778384051,25.351814960397206
61,2014-11-17,388.34899900000005,410.199005,377.50201400000003,387.40799,387.40799,41518800.0,8.1196003108181,57.59366971180314,22.739181805215484,424.0544768752256,393.9951905999997,363.93590432477384,370.56337522410195,393.9951905999997,383.6907991000001,13.139897439484027,18.220031346835977
62,2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500.0,7.192127944394372,15.97839287194578,22.63531196198581,401.6936320020232,384.88779319999975,368.0819543979763,370.86238314512764,384.88779319999975,386.66179820000013,8.599427591707975,16.68834652521993
63,2014-11-19,373.89599599999997,386.48098799999997,373.89599599999997,380.554993,380.554993,18931800.0,6.810852865921163,10.230163525087157,21.91743196470111,392.20649318485874,381.43519319999973,370.6638932151407,371.4877128131839,381.43519319999973,388.3908967000001,4.7598949026626425,17.365374422257926
64,2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200.0,4.62249396551141,-49.03697218867269,22.1550431100796,399.80783275049185,377.7765931999997,355.74535364950754,370.60721495426884,377.7765931999997,387.48249520000013,-2.4757210560417686,11.67588311727438
65,2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100.0,2.297523066723045,-107.63023627041815,21.5558970307882,398.0168051642501,370.3697937999997,342.72278243574925,369.33242637657406,370.3697937999997,385.79779370000017,-4.581790527277951,12.178414205818584
66,2014-11-22,351.60400400000003,364.841003,350.877991,352.920013,352.920013,15273000.0,0.615071495686891,-95.39777041661573,21.015690885731903,387.66735750964733,363.4721983999997,339.27703929035204,368.27356099744026,363.4721983999997,378.7336945000001,-16.67787902240906,10.13829874340446
67,2014-11-23,353.174988,370.84500099999997,353.174988,367.572998,367.572998,15151600.0,0.4588011594541399,-68.49060866902626,20.79492639389391,383.84607894721427,361.9471983999997,340.04831785278515,368.22836338470216,361.9471983999997,373.41749580000015,-12.635504271174403,27.935160076437707
68,2014-11-24,366.947998,387.20901499999997,366.669006,376.90100099999995,376.90100099999995,30930100.0,1.0752528315287009,-18.048552471310273,20.77671800861577,380.6924791196445,361.2163999999997,341.7403208803549,368.78788839214076,361.2163999999997,371.3257966000001,-5.257930100713182,49.89823530629488
69,2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200.0,1.4220874369258354,-2.232381692915856,20.715309008000357,386.6477575395544,364.7179991999997,342.78824086044506,369.21112088297036,364.7179991999997,371.2472962000001,-0.20870383836253392,64.39984215893537
70,2014-11-26,376.01901200000003,377.697998,365.81601,368.369995,368.369995,18601700.0,1.1209684931552033,-44.566067147656106,20.0843575074289,385.2094238314876,368.2223997999997,351.23537576851186,369.1568546969723,368.2223997999997,369.2960968000001,-5.03039443782991,59.2472024540561
71,2014-11-27,370.50201400000003,373.992004,368.282013,369.670013,369.670013,8748030.0,0.975979662643681,-30.19490252949324,19.057617042612552,379.1891589012326,371.57239979999974,363.9556406987669,369.1899616842644,371.57239979999974,367.5222991000001,-4.578629625062714,47.127310246048275
72,2014-11-28,369.37399300000004,382.838013,358.454987,376.446991,376.446991,22946500.0,1.3918757793352938,-6.795385745826713,19.438003396711654,380.5324971837265,373.34719839999974,366.161899616273,369.65815712398927,373.34719839999974,367.6471984000001,0.3328890363642145,43.09195806193603
73,2014-11-29,376.152008,387.60101299999997,372.144989,375.490997,375.490997,15375600.0,1.6255968533320129,40.46789507457693,19.153576296946532,379.76471313627417,373.06519759999975,366.36568206372533,370.0344693740545,373.06519759999975,367.1407988,-1.3306870473776766,45.45394118513273
74,2014-11-30,375.51001,382.527008,373.30899,378.04699700000003,378.04699700000003,9194440.0,1.9940837705279364,42.807531002250485,18.443893561450352,381.31237869532686,373.6049985999997,365.89761850467255,370.5514066402445,373.6049985999997,369.1614989,5.646937521204332,54.61994619382784
75,2014-12-01,378.24899300000004,383.661987,376.669006,379.244995,379.244995,11763000.0,2.3556265373278507,71.16541829824239,17.62597123563247,382.4135983236649,375.7799985999997,369.1463988763345,371.1122833086159,375.7799985999997,372.00119920000003,8.093819445316953,61.850585359110816
76,2014-12-02,379.25,384.03799399999997,377.863007,381.315002,381.315002,12364100.0,2.7771705564750278,79.95265048884542,16.80804379023015,382.2261790737314,378.10899639999974,373.9918137262681,371.77052322418905,378.10899639999974,374.8406981,8.045729330742146,72.32779407616907
77,2014-12-03,381.721985,383.02600099999995,374.346008,375.01001,375.01001,13340100.0,2.5728290950493147,51.42475744928205,16.227468733785138,382.5220225929213,377.82160019999975,373.1211778070782,371.97952237101555,377.82160019999975,375.5843993,2.0232748434910963,56.09993463642176
78,2014-12-04,375.717987,378.65499900000003,367.759003,369.60400400000003,369.60400400000003,14529600.0,1.952164176894712,-1.4418825785033593,15.846649252800487,384.78217687908347,376.64420159999975,368.506226320916,371.82626312127263,376.64420159999975,374.8546996,-1.9360513717499805,36.10097657260023
79,2014-12-05,369.441986,379.191986,365.756012,376.85400400000003,376.85400400000003,15181800.0,2.021988937008416,1.7192775028084575,15.674458163314737,384.43429343900954,376.40560299999976,368.37691256099,372.1506335005454,376.40560299999976,375.0053008,0.4012308663156716,30.19158809793166
80,2014-12-06,376.75698900000003,378.447998,370.945007,374.785004,374.785004,7009320.0,1.8886039036273132,-6.706407770423183,15.090781937363685,383.05870800417574,375.51360479999977,367.9685015958238,372.32059288760695,375.51360479999977,375.64680169999997,1.741458068537849,40.47518231729627
81,2014-12-07,374.835999,376.291992,373.274994,375.09500099999997,375.09500099999997,6491650.0,1.787306513899921,-21.702548040380613,14.228368798980565,379.1638514375198,374.26960459999975,369.3753577624797,372.49958695937426,374.26960459999975,376.1893005,1.4675217921990225,54.72277280406367
82,2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700.0,0.6356993337556673,-157.6340296176643,14.22227145619624,382.52510618475475,371.6494019999997,360.7736978152447,371.8163230910275,371.6494019999997,374.7355011,-3.86189672053987,34.53224991439439
83,2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500.0,-1.0467931331237992,-278.7232169539633,14.500394709325079,387.3715784078542,368.17239999999975,348.9732215921453,370.5519792787032,368.17239999999975,372.4083008,-6.197752592187977,25.145133791083495
84,2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700.0,-2.8200420444039764,-229.19832711808235,13.894581730087575,385.31314194578937,362.07459719999974,338.8360524542101,368.9915283574965,362.07459719999974,369.2401001,-8.380441387291338,8.526757633660248
85,2014-12-11,344.339996,361.35699500000004,338.763,350.506012,350.506012,32431300.0,-3.8468644558696496,-150.18974542778415,14.515968392224181,377.7988140454512,357.2187987999997,336.63878355454824,367.79891439894834,357.2187987999997,366.3662018,-7.5779465461370155,18.9126049350317
86,2014-12-12,350.833008,352.983002,349.29098500000003,352.541992,352.541992,16989800.0,-4.445101679030813,-108.93918629387271,13.742829007065309,362.9065324774001,352.70819699999976,342.5098615225994,366.8145968248226,352.70819699999976,363.4889008,-7.545732491269774,24.16216382826663
87,2014-12-13,352.381012,352.381012,346.588013,347.37600699999996,347.37600699999996,11675900.0,-5.275250994282089,-103.20591699414459,13.186482577989215,354.82502635790695,349.8015989999997,344.7781716420925,365.5604942554792,349.8015989999997,360.7255005,-7.368870766943014,34.567958743602986
88,2014-12-14,346.72699,353.31601,345.417999,351.63198900000003,351.63198900000003,12415200.0,-5.526027523390269,-79.40592901715829,12.808734608132841,354.49926950662865,349.6841979999997,344.86912649337074,364.6618810131902,349.6841979999997,358.92829900000004,-4.8625054938528205,43.12364405431086
89,2014-12-15,351.360992,351.815002,344.93399,345.34500099999997,345.34500099999997,17264200.0,-6.161056296641505,-80.9604477308863,12.385325850409066,354.8901580824979,349.4802001999997,344.0702423175014,363.4156306897586,349.4802001999997,355.7773987,-8.361063612316045,40.509287388110494
90,2014-12-16,345.673004,345.85900899999996,327.06201200000004,327.06201200000004,327.06201200000004,30864900.0,-8.046846551506292,-136.50673655232475,12.843302361094127,363.29941361007985,344.79140019999966,326.28338678991946,361.0702359355806,344.79140019999966,351.00509950000003,-12.733431564940624,28.69640067342375
91,2014-12-17,326.855011,333.95401,315.152008,319.77600099999995,319.77600099999995,37567900.0,-10.013835844616779,-169.72485707839772,13.268923763873115,363.20473465677605,338.23820199999966,313.27166934322327,358.40609174618834,338.23820199999966,345.4731995,-14.747997134731216,13.749250048778643
92,2014-12-18,319.785004,323.70901499999997,304.23199500000004,311.39599599999997,311.39599599999997,39173000.0,-12.109296962072392,-192.33351548649526,13.712359209310744,361.46918776192285,331.04219979999965,300.61521183807645,355.37318234320844,331.04219979999965,340.4218994,-13.957376417475476,8.90383216126302
93,2014-12-19,311.178986,318.53299,306.76901200000003,317.842987,317.842987,23823100.0,-13.098752436294603,-146.72872830126013,13.573189122931401,347.594353729457,324.28439939999964,300.9744450705423,352.95187941784013,324.28439939999964,336.9842987,-9.759839073301091,18.438743087202027
94,2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,20856700.0,-12.758413546453937,-77.38837267883167,13.623747471293443,334.4865438377033,321.20659799999964,307.92665216229597,351.46827390701173,321.20659799999964,335.3433991,-4.73748689207879,34.99884162322652
95,2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,15207600.0,-13.073334763285857,-72.93770412488377,13.440121151915339,331.91460582561376,319.96279299999964,308.0109801743855,349.492448945269,319.96279299999964,332.3770966,-8.462914753085604,48.762993053752076
96,2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100.0,-12.290161041279134,-38.046072363840736,13.458113641064244,337.651867781869,322.38478999999967,307.11771221813035,348.3565481100904,322.38478999999967,330.311496,-5.859161878225272,70.07296827123032
97,2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200.0,-11.322236375418868,-8.637845191008372,12.974319595273942,340.03393554327533,327.01998899999967,314.006042456724,347.46722184492324,327.01998899999967,329.0310944,-3.685924111621197,80.87083073317363
98,2014-12-24,334.38501,334.740997,321.35699500000004,322.533997,322.533997,15092300.0,-11.395158322389648,-42.17681384500346,13.003582624182942,338.6618034496777,327.95819099999966,317.25457855032164,345.85862669363786,327.95819099999966,326.12129519999996,-8.275126527239829,72.92836793667102
99,2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,9883640.0,-11.603707980872286,-71.40620213301588,12.482755651027016,338.2698614478159,325.7685913999997,313.2673213521835,344.1263279392096,325.7685913999997,323.48759469999993,-7.626288182465968,45.618740087721
100,2014-12-26,319.152008,331.424011,316.62701400000003,327.924011,327.924011,16410500.0,-10.923616539730517,-29.037882183176347,12.648058604525085,338.69855373712164,327.1847961999997,315.6710386628778,343.081017168938,327.1847961999997,323.5737946,0.2635582759149546,33.37604699741861
101,2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200.0,-11.228427079693688,-67.46020358196405,12.907554847059007,337.26004436674066,323.9802003999997,310.7003564332588,341.3250165128775,323.9802003999997,323.1824952,-1.2236671882077776,27.244618064521262
102,2014-12-28,316.160004,320.028015,311.07800299999997,317.239014,317.239014,11676600.0,-11.229512533172624,-89.33202078277303,12.624873215126224,329.16757367824437,320.5136049999997,311.85963632175503,339.77108086688537,320.5136049999997,323.76679699999994,1.8763947112537815,32.38818685902402
103,2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500.0,-11.466870019138526,-91.8337825810739,12.291667342617208,328.8011895930446,318.5408081999997,308.2804268069547,338.0226248754734,318.5408081999997,323.2494995999999,-1.6275249766640298,15.842441784662467
104,2014-12-30,312.718994,314.80899,309.37298599999997,310.737,310.737,12528300.0,-11.676357747241298,-114.74814610972577,11.801977103858837,328.8396359280676,316.8866089999997,304.93358207193177,336.2622619802816,316.8866089999997,321.32760019999995,-5.824714310236157,13.348959388371545
105,2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900.0,-10.953098175273453,-44.74620755700799,11.671978310726061,322.01859499368885,315.34040539999967,308.6622158063105,335.2255349492957,315.34040539999967,321.2626008,-0.20258943668293172,23.129874264108896
106,2015-01-01,320.434998,320.434998,314.002991,314.24899300000004,314.24899300000004,8036550.0,-10.735785426007794,-57.02785622241612,11.297694645674198,321.7195325111462,315.01760259999975,308.3156726888533,333.87220966224436,315.01760259999975,319.4989015,-5.3141722591444225,35.21459558980741
107,2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650.0,-10.380717882554563,-75.4066920471579,10.653144099554614,320.915678658264,314.5762023999997,308.2367261417354,332.6567131033899,314.5762023999997,317.5449037,-5.840291036197353,50.20512426948176
108,2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400.0,-12.692495346999408,-262.9606502530618,12.325633306729285,336.09962969372856,308.2585999999998,280.417570306271,329.32931232252605,308.2585999999998,313.39970410000006,-12.85197727543742,31.745382304774424
109,2015-01-04,281.14599599999997,287.230011,257.612,264.195007,264.195007,55629100.0,-15.706183818037402,-298.8620025094945,13.560803141962905,343.41259006310344,298.95020139999974,254.48781273689602,325.1270990759115,298.95020139999974,307.91840520000005,-17.182324483176913,20.54532028704877
110,2015-01-05,265.08401499999997,278.341003,265.08401499999997,274.47399900000005,274.47399900000005,43962800.0,-17.068371334457026,-182.51764396925077,13.6026026318227,331.7674608662203,289.8064025999998,247.84534433377925,321.8591571355301,289.8064025999998,302.57340400000004,-16.29951153531114,12.439715150174763
